LastModified,ProcessLevelCode,ProcessLevel,Level1,Leve1Code,level2,level2code
"2026-01-13 08:27:06.1134540","1210-CHvwch","Vitamin Well Active 500ml 12-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12639-FRvwab","FR SHELF TOP SIGN NOCCO","POS","104","Products",
"2026-01-12 09:12:46.0819470","M50193U-000Svwab","Barebells Unisex College Jacket",,,"Products",
"2026-01-12 09:12:46.0819470","P12215vwab","Barebells Soft v37 Wobbler Alt 2",,,"Products",
"2026-03-13 10:13:29.2502790","P12895vwab","NOCCO W20 FLOOR STICKER",,,"Products",
"2026-01-28 13:39:23.3260720","6600-DKvwab","NOCCO Focus Stellar Blend 105mg 330ml 24-pack",,,"Products",
"2026-01-28 14:10:18.3399260","B9027vwab","1/3 pall bars sommar edt 2022",,,"Display","03"
"2026-07-07 12:55:12.6724560","B1023-USAvmus","Barebells Bars Salty Peanut 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P12135vdes","Pórtico NOCCO","POS","104","Products",
"2026-01-12 09:12:46.0819470","100004Fvwab","Foile Cashew Havssalt \"Armé\" 35g",,,"Products",
"2026-07-03 12:59:11.5768880","B1127-MXvwab","Barebells Bars Brownie Batter 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","1270-DEbbde","Vitamin Well Zero Pineapple 500ml 12-pack","Products","100","Products",
"2026-01-28 14:10:18.3399260","1190-FRvwab","Vitamin Well Boost 500ml 12-pack",,,"Products",
"2026-07-16 07:59:47.1991880",,,,,"Products",
"2026-07-06 14:19:39.0398820","6380-CHvwch","NOCCO Golden Grape Del Sol 180mg 330ml 24-pack",,,"Products",
"2026-01-12 09:12:46.0819470","M62040-U4vwab","Nocco Tracksuit M",,,"Products",
"2026-07-28 18:55:10.3356640","B1604-4-CAbbca","Barebells Cookies Milk 325ml 4-pack","Products","100","Products",
"2026-01-12 09:12:46.0819470","P12216vwab","Barebells Soft v37 Mobile",,,"Products",
"2026-01-12 09:12:46.0819470","100027Fvwab","Foile Torkad Mango 175g",,,"Products",
"2026-06-15 11:42:43.6947830","NC6770-DKvwab","NOCCO Electrolyte Pink Grape 355ml 24-pack",,,"Products",
"2026-05-07 21:41:31.4383520","B1020-CAbbca","Barebells Bars Cookies and Cream 55g 12-pack","Products","100","Products",
"2026-01-28 14:10:18.3399260","B1057-USvwab","Barebells Bars Raspberry Cream 55g 12-pack",,,"Products",
"2026-07-07 13:10:25.6304180","VM0076vmus","Flow Wrap - Salty Peanut - Version 5.0 - 150mm",,,"Products",
"2026-01-12 09:12:46.0819470","6600-DKppdk","NOCCO Focus Stellar Blend 105mg 330ml 24-pack",,,"Products",
"2026-01-12 09:12:46.0819470","304062ppdk","Display Matas",,,"Display","03"
"2026-07-03 12:45:32.2985540","P13046vwab","BB BARS FLOORSTAND ADAPTER",,,"Products",
"2026-01-12 09:12:46.0819470","B2200-DEbbde","Barebells Whey Protein Salted Milk Chocolate 900g",,,"Products",
"2026-01-12 09:12:46.0819470","B1057-USbbus","Barebells Bars Raspberry Cream 55g 12-pack",,,"Products",
"2026-03-18 15:57:48.2002310","P12867vwab","NÅBE V12 2026 TOP SIGN",,,"Products",
"2026-03-27 09:25:46.6223380","B1056-DEFRNLvwch","Barebells Bars Caramel Choco 55g 12-pack",,,"Products",
"2026-01-27 09:41:36.9378830","B1057-USvwus","Barebells Bars Raspberry Cream 55g 12-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12639-CHvwab","CH SHELF TOP SIGN NOCCO","POS","104","Products",
"2026-01-12 09:12:46.0819470","P12217vwab","Barebells Soft v37 Floor Sticker",,,"Products",
"2026-01-28 14:10:18.3399260","6420-ISvwab","NOCCO Juicy Cassis 180mg 330m 24-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12896vwab","IS NOCCO W20 POP-UP",,,"Products",
"2026-03-25 19:55:22.0984120","B1022-CAbbca","Barebells Bars Caramel Cashew 55g 12-pack","Products","100","Products",
"2026-01-28 13:54:57.3770640","1110-FIvwab","VW+ 001",,,"Products",
"2026-07-07 12:55:12.6724560","B1023-4-USAvmus","Barebells Bars Salty Peanut 55g 4-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P12260vwab","Barebells Floorstand Chewy v.44",,,"Products",
"2026-01-12 09:12:46.0819470","6360-ESPvdes","NOCCO Mango 180mg 330ml 24-pack",,,"Products",
"2026-01-12 09:12:46.0819470","B2201-DEbbde","Barebells Casein Protein Salted Milk Chocolate 750g",,,"Products",
"2026-07-03 12:59:11.5768880","B1104-MXvwab","Barebells Bars Wild Cherry 55g 12-pack",,,"Products",
"2026-01-28 13:54:57.3770640","1120-FIvwab","VW+ 002",,,"Products",
"2026-07-27 13:40:19.0295360","1150-CHvwch","Vitamin Well Protect 500ml 12-pack",,,"Products",
"2026-06-12 08:10:17.5477980","P13018vwab","IS ½ DISPLAY TOP SIGN ALL DAY",,,"Products",
"2026-01-12 09:12:46.0819470","6400-NOppdk","NOCCO Focus Ramonade 105mg 330ml 24-pack",,,"Products",
"2026-01-28 13:54:57.3770640","6405-CHvwab","NOCCO Ramonade 180mg 330ml 6-pack",,,"Pack","04"
"2026-03-27 09:25:46.6223380","B1124-DEFRNLvwch","Barebells Bars Peanut Cloud 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P12218vwab","Barebells Soft v37 Pop-up",,,"Products",
"2026-01-28 13:54:57.3770640","6440-FIvwab","Tyngre PWO Blue Raspberry","Products","100","Products",
"2026-07-24 10:42:40.3636820","NC6770-DKppdk","NOCCO Electrolyte Pink Grape 355ml 24-pack",,,"Products",
"2026-03-25 19:55:22.0984120","B1023-CAbbca","Barebells Bars Salty Peanut 55g 12-pack","Products","100","Products",
"2026-01-28 13:54:57.3770640","6441-FIvwab","Tyngre PWO Sour Apple","Products","100","Products",
"2026-05-07 06:38:59.0039980","VM0077vmus","Flow Wrap - Peanut Butter - Version 5.0 - 150mm",,,"Products",
"2026-01-12 09:12:46.0819470","P12261vwab","Barebells Wobbler Medium Chewy v.44",,,"Products",
"2026-01-12 09:12:46.0819470","P10714vwab","Twister Stand Smiling",,,"Products",
"2026-06-30 08:56:54.9856750","P13047vwab","NÅBE SODA 1/4 PAKI ADAPTER",,,"Products",
"2026-07-27 06:57:20.6643780","B2134-DEbbde","Barebells Whey Protein Creamy Vanilla Dream 900g",,,"Products",
"2026-01-12 09:12:46.0819470","B1055-DEFRNLbbfr","Barebells Bars Marshmallow Rocky Road 55g 12-pack",,,"Products",
"2026-05-27 07:44:54.7935200","P12938vwab","Barebells Bars Cross Bottom 1/3 Display Fotbolls-VM",,,"Products",
"2026-03-27 09:25:46.6223380","B1061-DEFRNLvwch","Barebells Bars Peanut Caramel 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10715vwab","Twister Stand Tyngre",,,"Products",
"2026-03-18 15:57:48.2002310","P12868vwab","NÅBE V12 2026 WOBBLER",,,"Products",
"2026-01-12 09:12:46.0819470","P12219vwab","Vitamin Well v37 FS Wobbler 1","POS","104","Products",
"2026-01-12 09:12:46.0819470","B1056-DEFRNLbbfr","Barebells Bars Caramel Choco 55g 12-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12640-FRvwab","FR SHELF TOP SIGN BB","POS","104","Products",
"2026-05-21 09:55:59.1001100","B1035-CAbbca","Barebells Bars Chocolate Dough 55g 12-pack","Products","100","Products",
"2026-01-12 09:12:46.0819470","P10769vwab","Smiling Bred Slips",,,"Products",
"2026-03-13 10:13:29.2502790","P12897vwab","NOCCO W20 POP-UP",,,"Products",
"2026-01-12 09:12:46.0819470","P12262vwab","Barebells Bar v44 Top Sign 1/2 pall",,,"Products",
"2026-01-12 09:12:46.0819470","P10716vwab","Floor Stand Tyngre",,,"Products",
"2026-07-07 12:55:12.6724560","B1076-USAvmus","Barebells Bars Cookies and Caramel 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","303039ppdk","NOCCO 1/4 pll (6Melba)",,,"Display","03"
"2026-01-12 09:12:46.0819470","B1047bbde","Barebells Vegan Bar Chocolate Dough 55g 12-pack","Products","100","Products",
"2026-07-03 12:59:11.5768880","B1089-MXvwab","Barebells Bars Key Lime Pie 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","B2127-DEbbde","Barebells Casein Protein Creamy Vanilla Dream 750g",,,"Products",
"2026-01-12 09:12:46.0819470","B1061-DEFRNLbbfr","Barebells Bars Peanut Caramel 55g 12-pack",,,"Products",
"2026-06-12 08:10:17.5477980","P13019vwab","IS WOBBLER BIG ALL DAY",,,"Products",
"2026-01-12 09:12:46.0819470","920vwab","Disposable Pallet",,,"Products",
"2026-01-12 09:12:46.0819470","P10802vwab","Huv 1/3 pall Smiling",,,"Products",
"2026-04-16 08:39:25.3005020","B1121-DEFRNLvwch","Barebells Bars Chocolate Spread 45g 12-pack","Products","100","Products",
"2026-03-27 09:25:46.6223380","B1071-DEFRNLvwch","Barebells Bars Coco Choco 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","PVW06005ppdk","Pop-up VW - Elevate",,,"Products",
"2026-01-12 09:12:46.0819470","P12220vwab","Vitamin Well v37 FS Wobbler 2","POS","104","Products",
"2026-06-12 08:25:27.4376700","B1129-USA-2PK-FBMvwll","Barebells Bars Orange Creamsicle 55g 2-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10717vwab","Floor Stand Smiling",,,"Products",
"2026-03-25 19:55:22.0984120","B1052-CAbbca","Barebells Bars Creamy Crisp 55g 12-pack","Products","100","Products",
"2026-05-07 06:38:59.0039980","VM0078vmus","Flow Wrap - Cookies & Caramel - Version 5.0 - 150mm",,,"Products",
"2026-01-12 09:12:46.0819470","P10721vwab","Megawobbler NOCCO Cassis",,,"Products",
"2026-07-03 12:45:32.2985540","P13048vwab","BAREBELLS BARS 1/4 PAKI ADAPTER",,,"Products",
"2026-01-12 09:12:46.0819470","P12263vwab","Barebells Bar v44 Pop-up",,,"Products",
"2026-05-27 07:44:54.7935200","P12939vwab","Barebells Bars Blind Bottom 1/3 Display Fotbolls-VM",,,"Products",
"2026-01-12 09:12:46.0819470","P10722vwab","Pop-Up NOCCO Summer v23",,,"Products",
"2026-01-12 09:12:46.0819470","B2176-DEbbde","Barebells Whey Protein Strawberry Sundae 900g",,,"Products",
"2026-03-13 10:13:29.2502790","P12640-BXNLvwab","BXNL SHELF TOP SIGN BB","POS","104","Products",
"2026-01-12 09:12:46.0819470","9702vwab","Apple flavour 090117",,,"Products",
"2026-01-12 09:12:46.0819470","921vwab","Asian Standard Pallet",,,"Products",
"2026-04-22 08:09:35.9673620","P12898vwab","NOCCO W20 DISPLAY TOP SIGN",,,"Products",
"2026-01-12 09:12:46.0819470","P10723vwab","Top Sign 1/2-1/3 pallet BB Bars Summer v23",,,"Products",
"2026-03-27 09:25:46.6223380","B1058-DEFRNLvwch","Barebells Bars Banana Dream 55g 12-pack",,,"Products",
"2026-07-07 12:55:12.6724560","B1076-4-USAvmus","Barebells Bars Cookies and Caramel 55g 4-pack",,,"Products",
"2026-01-12 09:12:46.0819470","6360-CHbbat","NOCCO Mango 180mg 330ml 24-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P12221vwab","Vitamin Well v37 FS Floor Sticker","POS","104","Products",
"2026-07-03 12:59:11.5768880","B1123-MXvwab","Barebells Bars Peanut Butter & Jelly 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","9704vwab","Cola flavour 030403",,,"Products",
"2026-03-25 19:55:22.0984120","B1020-4-CAbbca","Barebells Bars Cookies and Cream 55g 4-pack","Products","100","Products",
"2026-06-12 08:10:17.5477980","P13020vwab","IS WOBBLER SMALL ALL DAY",,,"Products",
"2026-01-12 09:12:46.0819470","P10724vwab","Wobbler Large BB Bars Summer v23",,,"Products",
"2026-01-12 09:12:46.0819470","P12264vwab","Barebells Bar v44 Wobbler",,,"Products",
"2026-07-28 08:26:59.2386590","NB7230-DEbbde","NÅBE Soda Sour Cherry 330ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","9705vwab","Cola-extract 201117",,,"Products",
"2026-01-12 09:12:46.0819470","B2177-DEbbde","Barebells Casein Protein Strawberry Sundae 750g",,,"Products",
"2026-07-02 12:15:00.3808110","B3020-EUvwab","Barebells Protein Milkshake New 330ml 8-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10725vwab","Megawobbler BB Bars Summer v23",,,"Products",
"2026-01-12 09:12:46.0819470","B3000-EXPvwch","Barebells Protein Milkshake Chocolate 330ml 8-pack",,,"Products",
"2026-05-07 06:38:59.0039980","VM0079vmus","Flow Wrap - Caramel Cashew - Version 5.0 - 150mm",,,"Products",
"2026-01-28 14:10:18.3399260","1110-NOvwab","VW Sport 001",,,"Products",
"2026-01-12 09:12:46.0819470","P12222vwab","Vitamin Well v37 FS Pop-up","POS","104","Products",
"2026-01-12 09:12:46.0819470","P10726vwab","Pop-Up BB Bars Summer v23",,,"Products",
"2026-01-12 09:12:46.0819470","PVW04051ppdk","Vitamin Well Sport Frontskilt",,,"Products",
"2026-01-12 09:12:46.0819470","909bbde","Invoiced costs rebooked",,,"Products",
"2026-01-27 15:39:42.1751200","B1022-4-CAbbca","Barebells Bars Caramel Cashew 55g 4-pack","Products","100","Products",
"2026-01-12 09:12:46.0819470","9686vwab","Apricot Flavor SC1057008",,,"Products",
"2026-01-27 11:40:18.4296000","P12265vwab","NOCCO Tomte/Nisse Wobbler Big",,,"Products",
"2026-01-28 13:54:57.3770640","B1061-DEFRNLvwab","Barebells Bars Peanut Caramel 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","B2076-DEbbde","Barebells Vegan Protein Choco-Toffee Swirl 750g",,,"Products",
"2026-04-22 07:09:47.5582080","91100025vwab","Produktion Smiling Cashew Naturell 350g",,,"Products",
"2026-01-12 09:12:46.0819470","B3001-EXPvwch","Barebells Protein Milkshake Strawberry 330ml 8-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10704vwab","Campaign Sign Pallet NOCCO v14",,,"Products",
"2026-05-07 21:25:49.9099230","B1056-USvwll","Barebells Bars Caramel Choco 55g 12-pack",,,"Products",
"2026-04-22 07:09:47.5582080","91100026vwab","Produktion Smiling Cashew Havssalt 350g",,,"Products",
"2026-01-12 09:12:46.0819470","P10705vwab","Pop-Up Vitamin Well Elevate",,,"Products",
"2026-04-22 07:09:47.5582080","91100027vwab","Produktion Smiling Torkad Mango 175g",,,"Products",
"2026-01-12 09:12:46.0819470","B1058-GBDKNOppdk","Barebells Bar Banana Dream 55g",,,"Products",
"2026-01-12 09:12:46.0819470","N2202bbat","NOCCO Display 192er Car/Mia/Lim/Bl.O./Mango","Products","100","Display","03"
"2026-04-22 07:09:47.5582080","91100028vwab","Produktion Smiling Cashew Havssalt 40g",,,"Products",
"2026-01-12 09:12:46.0819470","B1055-GBDKNObbde","Barebells Bars Marshmallow Rocky Road 55g 12-pack",,,"Products",
"2026-01-28 13:54:57.3770640","6460vwab","NOCCO Juicy Melba 180mg 330ml 24-pack",,,"Products",
"2026-04-22 07:09:47.5582080","91100030vwab","Produktion Smiling Nötmix Cashew honung, Pistage, Mandel 40g",,,"Products",
"2026-01-12 09:12:46.0819470","B1056-GBDKNObbde","Barebells Bars Caramel Choco 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","91100004vwab","Produktion Smiling Cashew Havssalt \"Armé\" 35g",,,"Products",
"2026-04-24 12:09:53.0174130","P12940vwab","NÅBE SODA 1/4 DISPLAY",,,"Products",
"2026-03-25 19:55:22.0984120","B1023-4-CAbbca","Barebells Bars Salty Peanut 55g 4-pack","Products","100","Products",
"2026-03-13 10:13:29.2502790","P12640-CHvwab","CH SHELF TOP SIGN BB","POS","104","Products",
"2026-01-27 11:40:18.4296000","P12266vwab","NOCCO Tomte/Nisse Mobile",,,"Products",
"2026-03-13 10:13:29.2502790","P12899vwab","VW W20 FLOOR STICKER",,,"Products",
"2026-01-12 09:12:46.0819470","B2220-DEbbde","Barebells Clear Whey Peach 350g",,,"Products",
"2026-03-13 10:13:29.2502790","P12910vwab","GYM COUNTER DISPLAY 2026 - DE","POS","104","Products",
"2026-01-12 09:12:46.0819470","P12140vwab","NOBE Summer 2024 Toppskylt 1/2 & 1/3 pall",,,"Products",
"2026-07-03 12:59:11.5768880","B1020-MXvwab","Barebells Bars Cookies & Cream 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","1050-DEppdk","Vitamin Well Reload 500ml 12-pack",,,"Products",
"2026-06-12 08:10:17.5477980","P13021vwab","IS POP-UP ALL DAY",,,"Products",
"2026-01-12 09:12:46.0819470","B3002-EXPvwch","Barebells Protein Milkshake Banana 330ml 8-pack",,,"Products",
"2026-07-28 08:26:59.2386590","NB7230-DEvwab","NÅBE Soda Sour Cherry 330ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","B1058-USvwll","Barebells Bars Banana Caramel 55g 12-pack",,,"Products",
"2026-06-24 16:13:03.1299630","P12960bbde","Barebells Holiday Calendar 2026: Box",,,"Products",
"2026-03-25 19:55:22.0984120","B1035-4-CAbbca","Barebells Bars Chocolate Dough 55g 4-pack","Products","100","Products",
"2026-01-27 11:40:18.4296000","P12267vwab","NOCCO Christmas Calendar Wobbler Big",,,"Products",
"2026-01-12 09:12:46.0819470","P12141vwab","NOBE Summer 2024 Floorsticker",,,"Products",
"2026-06-29 13:13:56.6779250","1050-FRppdk","Vitamin Well Reload 500ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","1060-DEppdk","Vitamin Well Antioxidant 500ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","B3003-EXPvwch","Barebells Protein Milkshake Vanilla 330ml 8-pack",,,"Products",
"2026-04-24 12:09:53.0174130","P12941vwab","NÅBE SODA HOOD 1/4 DISPLAY",,,"Products",
"2026-03-13 10:13:29.2502790","P12641-FRvwab","FR SHELF FLOOR STICKER VW","POS","104","Products",
"2026-01-12 09:12:46.0819470","B1061-USvwll","Barebells Bars Peanut Caramel 55g 12-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12900vwab","VW W20 WOBBLER SMALL",,,"Products",
"2026-03-25 19:55:22.0984120","B1052-4-CAbbca","Barebells Bars Creamy Crisp 55g 4-pack","Products","100","Products",
"2026-03-13 10:13:29.2502790","P12911vwab","GYM COUNTER DISPLAY 2026 - AT","POS","104","Products",
"2026-01-27 09:41:36.9378830","9780vwus","Cocoa powder, dutched, Teton, alkalized",,,"Products",
"2026-07-03 12:59:11.5768880","B1022-MXvwab","Barebells Bars Caramel Cashew  55g 12-pack",,,"Products",
"2026-01-27 11:40:18.4296000","P12268vwab","NOCCO 10Y Top Sign 1/2 & 1/3",,,"Products",
"2026-06-04 07:55:14.2264060","USM0001vwll","Members merch hat 1","POS","104","Products",
"2026-01-12 09:12:46.0819470","P12142vwab","NOBE Summer 2024 Pop-up",,,"Products",
"2026-06-24 16:13:03.1299630","P12961bbde","Barebells Holiday Calendar 2026: Insert",,,"Products",
"2026-01-12 09:12:46.0819470","P10756vwab","Top sign NOCCO XL v.44 SE",,,"Products",
"2026-07-10 11:42:57.8687840","B1056-4-USAvwus","Barebells Bars Caramel Choco 55g 4-pack",,,"Products",
"2026-06-29 13:13:56.6779250","1060-FRppdk","Vitamin Well Antioxidant 500ml 12-pack",,,"Products",
"2026-01-28 09:09:50.4646440","9809vwab","Orange flavour SC917644",,,"Products",
"2026-04-24 12:09:53.0174130","P12942vwab","NÅBE SODA BLIND BOTTOM 1/4 DISPLAY",,,"Products",
"2026-01-28 14:10:18.3399260","100064vwab","Smiling Mandel/Cashew/Jordnöt 50g (EKO&FT)",,,"Products",
"2026-07-06 14:19:39.0398820","6450-CHvwch","NOCCO Black Orange 180mg 330ml 24-pack",,,"Products",
"2026-05-19 08:30:54.6627710","NC6760-SEtyab","NOCCO GoldiBerry 180mg 330ml 24-pack",,,"Products",
"2026-01-12 09:12:46.0819470","P10757vwab","Top Sign NOCCO 1/2-1/3-PALL v.44 SE",,,"Products",
"2026-01-12 09:12:46.0819470","B1091-USvwll","Barebells Bars Minty Chocolate 55g 12-pack",,,"Products",
"2026-03-13 10:13:29.2502790","P12641-BXNLvwab","BXNL SHELF FLOOR STICKER VW","POS","104","Products",
"2026-01-12 09:12:46.0819470","P10759vwab","Wobbler NOCCO v.44 SE",,,"Products",
"2026-01-27 09:41:36.9378830","B1080-USAvwus","Barebells Bars Hero Variety Pack",,,"Products",
"2026-04-22 08:09:35.9673620","P12901vwab","VW W20 WOBBLER BIG",,,"Products",
"2026-01-27 09:41:36.9378830","9781vwus","NSA Milk Chocolate (RD2168D6) ALT 588HA",,,"Products",
"2026-03-13 10:13:29.2502790","P12912vwab","GYM COUNTER DISPLAY 2026 - FR","POS","104","Products",
"2026-01-12 09:12:46.0819470","VW2022bbat","Vitamin Well Display 240er","Products","100","Display","03"
"2026-01-27 11:40:18.4296000","P12269vwab","NOCCO 10Y Top Sign Gable",,,"Products",
"2026-07-03 12:59:11.5768880","B1052-MXvwab","Barebells Bars Creamy Crisp 55g 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","9681vwab","Råvara Smiling Mandel",,,"Products",
"2026-01-12 09:12:46.0819470","P12143vwab","NOBE Summer 2024 Wobbler",,,"Products",
"2026-06-04 08:44:18.3863090","PVW07035ppdk","VW Topsign 1/4 - Electrolytter 2026","POS","104","Products",
"2026-01-12 09:12:46.0819470","P10760vwab","Mega Sign NOCCO v.44 SE",,,"Products",
"2026-07-10 11:42:57.8687840","B1058-4-USAvwus","Barebells Bars Banana Caramel 55g 4-pack",,,"Products",
"2026-06-24 16:13:03.1299630","P12962bbde","Barebells Holiday Calendar 2026: Sticker ",,,"Products",
"2026-01-12 09:12:46.0819470","9682vwab","Råvara Smiling Cashewnötter Havssalt 10 kg",,,"Products",
"2026-01-28 09:09:50.4646440","9810vwab","Orange flavour SC1346055",,,"Products",
"2026-06-29 13:13:56.6779250","1090-FRppdk","Vitamin Well Hydrate 500ml 12-pack",,,"Products",
"2026-01-12 09:12:46.0819470","PBB04048ppdk","Top Sign BB LICO/CARACHO/MARSH/PEANCAR/BANAN",,,"Products",
"2026-01-12 09:12:46.0819470","6400-CHvwch","NOCCO Ramonade 180mg 330ml 24-pack",,,"Products",
"2026-04-24 12:09:53.0174130","P12943vwab","NÅBE SODA CROSS BOTTOM 12 TRAYS 1/4 DISPLAY",,,"Products",
"2026-01-12 09:12:46.0819470","P10758vwab","Top Sign Floor Stand NOCCO v.44 SE",,,"Products",
"2026-01-12 09:12:46.0819470","B1056-4-USvwll","Barebells Bars Caramel Choco 55g 4-pack",,,"Products",
